ID,AGE,EDUCATION,OCC,PINCODE,PROD_CATEGORY,INCOME_SEGMENT,PROSPERITY_INDEX_BAND,QUALITY_SCORE_BAND,ISSUANCE_MONTH
7029,48,missing,business,244901,trad,3,Medium,2,Oct-21
5408,68,missing,business,721425,trad,3,Medium,2,Jun-21
5069,30,higher_secondary,agriculture,229128,trad,2,Medium,2,Apr-21
8204,29,graduate_plus,business,382475,term,4,High,4,Jan-22
7500,37,matriculation,business,781015,trad,2,Medium,2,Nov-21
5021,47,graduate_plus,salaried_pvt,628002,trad,4,High,5,Apr-21
8267,45,matriculation,agriculture,577101,trad,2,Medium,2,Jan-22
8944,33,higher_secondary,salaried_pvt,671123,ulip,2,Medium,4,Feb-22
5031,43,masters_plus,salaried_pvt,686505,trad,4,High,5,Apr-21
5207,22,graduate_plus,business,500026,term,6,Very_high,5,Apr-21
6037,37,graduate_plus,business,301022,trad,3,Very_low,3,Jul-21
6668,48,matriculation,agriculture,442302,trad,1,Very_high,3,Sep-21
6747,42,matriculation,salaried_pvt,713127,ulip,2,Low,3,Sep-21
8760,24,higher_secondary,salaried_pvt,151508,trad,2,Very_low,3,Feb-22
8480,21,graduate_plus,business,700108,trad,4,High,4,Jan-22
6468,30,masters_plus,professional,583227,trad,4,High,5,Aug-21
7600,34,graduate_plus,salaried_pvt,148103,trad,1,Medium,5,Nov-21
8366,26,graduate_plus,business,680511,ulip,3,Medium,4,Jan-22
7225,43,matriculation,business,110040,trad,7,Medium,2,Oct-21
6033,47,graduate_plus,salaried_govt,422004,term,5,High,5,Jul-21
5233,29,graduate_plus,salaried_pvt,522265,trad,3,Medium,5,May-21
6051,32,graduate_plus,business,110042,term,5,High,4,Jul-21
9652,54,masters_plus,salaried_govt,382330,trad,6,High,5,Mar-22
7235,39,graduate_plus,salaried_pvt,282007,trad,3,Medium,5,Oct-21
5189,25,masters_plus,professional,577525,trad,2,Medium,5,Apr-21
7042,27,graduate_plus,salaried_pvt,560036,trad,4,Very_high,6,Oct-21
7319,29,matriculation,business,783384,trad,2,Medium,3,Nov-21
6930,41,graduate_plus,business,517592,trad,4,Medium,4,Oct-21
5694,46,graduate_plus,salaried_pvt,690514,trad,7,High,5,Jun-21
8478,44,masters_plus,business,741245,trad,4,Medium,4,Jan-22
5717,32,graduate_plus,agriculture,212402,trad,3,Medium,4,Jul-21
8609,34,graduate_plus,salaried_govt,854301,term,6,Medium,5,Jan-22
8528,35,graduate_plus,business,583212,trad,2,Medium,4,Jan-22
7559,55,matriculation,business,742184,ulip,6,Medium,2,Nov-21
9694,29,graduate_plus,business,205001,trad,5,Very_low,4,Mar-22
6519,45,non_matriculation,business,743263,trad,3,Very_low,2,Sep-21
6127,35,graduate_plus,salaried_pvt,201014,ulip,7,Very_high,6,Aug-21
5515,32,masters_plus,salaried_pvt,679309,trad,6,High,6,Jun-21
6936,35,higher_secondary,business,722141,trad,3,Very_low,2,Oct-21
6969,30,graduate_plus,business,842001,trad,5,Medium,4,Oct-21
8996,45,graduate_plus,business,250609,ulip,4,Low,3,Feb-22
7721,34,graduate_plus,business,785690,ulip,5,Missing,3,Dec-21
8637,47,higher_secondary,business,461772,trad,4,Missing,2,Jan-22
6884,25,graduate_plus,salaried_pvt,303602,term,3,Medium,5,Sep-21
7874,48,graduate_plus,business,700014,ulip,5,Very_high,4,Dec-21
5718,39,graduate_plus,business,400089,trad,7,Very_high,5,Jul-21
8972,35,higher_secondary,salaried_pvt,110037,ulip,3,High,4,Feb-22
7881,39,graduate_plus,business,416116,ulip,4,Low,3,Dec-21
5346,20,graduate_plus,salaried_govt,341520,trad,3,Low,5,May-21
8065,35,matriculation,professional,848117,trad,2,Low,3,Dec-21
8492,23,graduate_plus,business,570019,trad,4,High,4,Jan-22
8594,32,graduate_plus,salaried_govt,273402,term,3,Medium,5,Jan-22
7164,35,masters_plus,business,250002,trad,5,High,5,Oct-21
9309,25,higher_secondary,business,735222,trad,3,Medium,3,Mar-22
9725,29,graduate_plus,business,741121,trad,3,Medium,4,Mar-22
9441,42,matriculation,agriculture,207001,trad,1,Very_low,1,Mar-22
9742,62,graduate_plus,retired,827013,ulip,3,High,3,Mar-22
6334,47,missing,business,713405,trad,3,Medium,2,Aug-21
8176,48,graduate_plus,business,700028,trad,5,High,4,Jan-22
7462,51,graduate_plus,salaried_govt,422101,ulip,5,High,5,Nov-21
6232,30,matriculation,business,735301,trad,2,Medium,3,Aug-21
6039,31,graduate_plus,business,144040,trad,3,Low,4,Jul-21
5050,39,graduate_plus,business,638107,trad,4,Medium,4,Apr-21
7824,30,higher_secondary,business,743347,trad,2,Medium,3,Dec-21
8722,48,matriculation,business,570026,ulip,4,High,3,Feb-22
6331,33,missing,business,277001,trad,3,Medium,3,Aug-21
5659,32,graduate_plus,business,440026,term,5,Medium,4,Jun-21
9141,34,graduate_plus,agriculture,144204,ulip,3,High,4,Feb-22
9849,26,graduate_plus,business,843302,trad,3,Medium,4,Mar-22
7277,42,graduate_plus,salaried_pvt,226012,trad,6,Very_high,6,Oct-21
9023,30,graduate_plus,business,389155,trad,3,Medium,4,Feb-22
9164,37,masters_plus,business,244001,trad,6,High,4,Mar-22
7105,61,missing,business,122002,ulip,5,Very_high,3,Oct-21
8446,41,graduate_plus,salaried_pvt,400057,trad,5,Very_high,6,Jan-22
6555,44,graduate_plus,agriculture,491445,trad,2,Medium,3,Sep-21
5395,38,graduate_plus,business,576222,trad,3,High,4,May-21
5329,29,graduate_plus,professional,800008,term,3,High,5,May-21
6596,35,masters_plus,salaried_pvt,422009,term,4,Medium,5,Sep-21
5023,43,graduate_plus,business,110058,term,5,Very_high,5,Apr-21
9402,38,graduate_plus,salaried_pvt,524132,trad,8,Very_low,4,Mar-22
5354,34,graduate_plus,salaried_govt,713334,ulip,3,Medium,5,May-21
8321,57,missing,business,384001,trad,5,Medium,2,Jan-22
6446,71,graduate_plus,retired,249403,trad,8,Medium,3,Aug-21
9291,33,higher_secondary,business,758001,trad,3,High,3,Mar-22
6664,28,masters_plus,salaried_pvt,411036,term,7,Very_high,6,Sep-21
7701,21,graduate_plus,business,743248,trad,3,Medium,4,Dec-21
7180,36,graduate_plus,business,700121,trad,4,Very_low,3,Oct-21
7670,46,masters_plus,salaried_pvt,743187,trad,6,Missing,4,Dec-21
9515,51,higher_secondary,business,421002,ulip,6,Very_high,3,Mar-22
8117,19,graduate_plus,business,412210,trad,8,High,4,Dec-21
7134,48,higher_secondary,salaried_govt,782124,trad,3,High,4,Oct-21
8959,26,graduate_plus,business,416112,trad,2,Medium,4,Feb-22
5840,30,graduate_plus,salaried_pvt,500056,ulip,4,Very_high,6,Jul-21
7403,43,matriculation,business,389140,trad,2,Medium,2,Nov-21
9398,47,graduate_plus,business,620018,ulip,8,Very_high,4,Mar-22
7888,23,higher_secondary,business,761200,trad,2,High,3,Dec-21
7388,63,graduate_plus,housewife,600093,trad,4,Very_high,4,Nov-21
9069,24,graduate_plus,business,231307,trad,3,Very_low,3,Feb-22
6315,37,matriculation,business,741404,trad,3,Very_low,2,Aug-21
5904,40,missing,professional,700078,trad,4,High,4,Jul-21
6744,65,graduate_plus,retired,534002,ulip,4,High,3,Sep-21
7217,34,non_matriculation,agriculture,735210,trad,2,Medium,2,Oct-21
9207,34,graduate_plus,agriculture,731121,trad,1,Medium,4,Mar-22
5493,27,higher_secondary,business,732142,trad,2,Medium,3,Jun-21
6864,41,graduate_plus,salaried_govt,444908,ulip,2,Low,4,Sep-21
9804,36,graduate_plus,business,784115,trad,4,Very_low,3,Mar-22
5949,35,non_matriculation,business,782002,trad,2,Medium,3,Jul-21
8840,34,graduate_plus,business,783129,trad,3,Medium,4,Feb-22
9319,32,graduate_plus,business,282002,term,8,High,4,Mar-22
9701,35,graduate_plus,salaried_pvt,415539,term,5,Very_high,6,Mar-22
5296,20,matriculation,business,841231,trad,2,Very_low,2,May-21
6112,36,graduate_plus,salaried_govt,233001,trad,2,Medium,5,Aug-21
6293,38,matriculation,business,132103,trad,4,Very_high,3,Aug-21
8195,33,graduate_plus,business,201301,trad,4,Very_high,5,Jan-22
5495,45,matriculation,agriculture,141413,ulip,2,Medium,2,Jun-21
9453,46,graduate_plus,business,823003,ulip,6,Medium,4,Mar-22
8299,28,graduate_plus,agriculture,244303,trad,2,Medium,4,Jan-22
7308,25,graduate_plus,business,848202,trad,3,Very_low,3,Nov-21
9007,34,matriculation,business,362130,trad,3,High,3,Feb-22
8680,31,masters_plus,professional,522529,trad,7,Medium,5,Feb-22
8004,42,graduate_plus,business,380054,trad,9,Very_high,5,Dec-21
7730,37,higher_secondary,business,835210,trad,5,High,3,Dec-21
5067,49,graduate_plus,salaried_govt,210207,trad,3,Medium,5,Apr-21
9425,30,graduate_plus,business,788031,trad,4,High,4,Mar-22
5903,27,graduate_plus,housewife,581104,ulip,2,Medium,4,Jul-21
5937,41,higher_secondary,professional,700127,trad,2,Low,3,Jul-21
9183,28,graduate_plus,salaried_pvt,328001,trad,4,Medium,5,Mar-22
5721,33,graduate_plus,business,721424,trad,3,Low,4,Jul-21
9811,38,higher_secondary,agriculture,845457,trad,2,Medium,2,Mar-22
7076,28,graduate_plus,business,500044,trad,5,Very_high,5,Oct-21
8780,34,higher_secondary,agriculture,841439,trad,1,Missing,2,Feb-22
7391,36,graduate_plus,business,741201,trad,4,Medium,4,Nov-21
9223,54,masters_plus,salaried_govt,524411,ulip,6,Missing,4,Mar-22
9268,36,matriculation,business,825408,trad,3,Medium,3,Mar-22
6979,44,graduate_plus,professional,801303,trad,3,Medium,4,Oct-21
7051,41,graduate_plus,business,486341,trad,3,Very_low,3,Oct-21
9868,19,missing,housewife,504215,trad,2,Medium,2,Mar-22
7392,42,higher_secondary,business,482002,trad,4,High,3,Nov-21
8801,21,graduate_plus,business,400052,trad,7,Very_high,5,Feb-22
7656,40,higher_secondary,business,799285,trad,3,Medium,2,Dec-21
8989,36,matriculation,agriculture,783360,trad,3,High,2,Feb-22
5087,44,graduate_plus,salaried_pvt,795132,ulip,4,High,5,Apr-21
7449,31,graduate_plus,salaried_pvt,735224,trad,2,Very_low,5,Nov-21
5208,38,missing,missing,370110,ulip,3,High,2,Apr-21
8545,50,graduate_plus,salaried_pvt,560074,term,6,High,5,Jan-22
8460,48,graduate_plus,business,140406,ulip,6,Medium,4,Jan-22
9845,46,graduate_plus,business,473001,trad,5,High,4,Mar-22
6128,50,matriculation,business,248001,trad,3,High,3,Aug-21
9308,32,graduate_plus,business,380009,trad,8,Very_high,5,Mar-22
6606,32,graduate_plus,agriculture,152112,ulip,7,Very_low,3,Sep-21
6947,77,missing,business,700116,trad,5,Very_high,3,Oct-21
9829,18,higher_secondary,business,441203,trad,3,High,3,Mar-22
6392,30,graduate_plus,housewife,282001,ulip,3,Medium,4,Aug-21
8442,32,higher_secondary,business,442907,trad,2,Medium,3,Jan-22
6067,46,higher_secondary,business,413301,trad,2,Medium,2,Jul-21
9068,23,graduate_plus,salaried_pvt,110025,trad,4,Very_high,6,Feb-22
9746,41,masters_plus,professional,422003,ulip,6,Medium,5,Mar-22
9286,37,graduate_plus,business,509375,trad,3,Medium,4,Mar-22
8026,46,masters_plus,professional,689510,ulip,7,Low,4,Dec-21
5508,44,graduate_plus,business,600039,trad,4,High,4,Jun-21
5763,49,missing,business,743252,trad,3,Medium,2,Jul-21
5246,31,graduate_plus,salaried_pvt,713409,term,3,High,5,May-21
5888,25,graduate_plus,business,110095,ulip,4,Very_high,5,Jul-21
5369,29,higher_secondary,agriculture,134201,ulip,2,Very_high,3,May-21
8484,29,graduate_plus,salaried_pvt,246149,trad,2,Medium,5,Jan-22
7737,28,graduate_plus,business,335524,ulip,6,Very_low,4,Dec-21
7918,32,graduate_plus,salaried_pvt,530029,trad,2,High,5,Dec-21
8340,33,graduate_plus,business,110032,ulip,4,High,4,Jan-22
5056,36,matriculation,salaried_pvt,835206,trad,1,Missing,3,Apr-21
7590,32,higher_secondary,agriculture,382870,trad,3,Medium,2,Nov-21
7640,33,graduate_plus,business,854317,trad,3,Medium,4,Dec-21
8309,29,graduate_plus,salaried_pvt,401303,ulip,6,High,5,Jan-22
8355,21,graduate_plus,business,385535,term,7,High,4,Jan-22
7268,33,masters_plus,salaried_pvt,412109,term,7,Very_high,6,Oct-21
7537,45,masters_plus,business,322001,term,7,Medium,4,Nov-21
8784,35,matriculation,business,768028,trad,3,High,3,Feb-22
8803,19,graduate_plus,business,762105,trad,3,Medium,4,Feb-22
6715,60,missing,professional,755001,trad,3,High,3,Sep-21
7176,21,missing,agriculture,721150,trad,2,Medium,2,Oct-21
9889,23,graduate_plus,professional,500002,ulip,5,High,5,Mar-22
8838,24,graduate_plus,business,712235,trad,3,Medium,4,Feb-22
5335,35,graduate_plus,business,700137,trad,4,Medium,4,May-21
8755,28,graduate_plus,salaried_pvt,383120,ulip,4,Very_high,6,Feb-22
9931,22,graduate_plus,salaried_pvt,680617,ulip,3,Medium,5,Mar-22
8531,51,graduate_plus,business,388255,trad,8,High,4,Jan-22
5374,36,higher_secondary,salaried_pvt,110038,term,5,High,4,May-21
9099,23,higher_secondary,business,143001,trad,7,High,3,Feb-22
5426,31,graduate_plus,salaried_pvt,396105,term,3,Medium,5,Jun-21
9853,49,graduate_plus,agriculture,847102,trad,1,Very_low,3,Mar-22
5575,26,graduate_plus,salaried_pvt,626001,trad,2,High,5,Jun-21
7668,28,matriculation,business,182201,ulip,3,Very_low,2,Dec-21
6152,57,higher_secondary,housewife,848101,trad,3,Medium,2,Aug-21
6305,58,missing,business,690106,ulip,6,Very_low,2,Aug-21
5186,24,graduate_plus,agriculture,571125,trad,1,Medium,3,Apr-21
8866,33,graduate_plus,salaried_pvt,416404,ulip,3,Low,5,Feb-22
6932,57,matriculation,business,441904,ulip,2,High,3,Oct-21
7687,35,graduate_plus,business,455001,ulip,3,Medium,4,Dec-21
6467,28,graduate_plus,professional,201001,trad,5,High,5,Aug-21
8678,51,graduate_plus,business,757040,trad,4,Very_low,3,Feb-22
8259,21,graduate_plus,business,331302,trad,3,Medium,4,Jan-22
5636,39,higher_secondary,salaried_pvt,403802,trad,4,High,4,Jun-21
9384,33,graduate_plus,salaried_pvt,177033,ulip,5,Very_high,6,Mar-22
9855,30,graduate_plus,business,844116,ulip,6,Medium,4,Mar-22
6915,45,graduate_plus,salaried_govt,110084,trad,3,Medium,5,Sep-21
5599,25,graduate_plus,salaried_govt,400604,term,4,Very_high,6,Jun-21
9252,40,missing,salaried_govt,410505,trad,5,Very_high,4,Mar-22
5665,46,graduate_plus,business,743411,trad,7,Medium,4,Jun-21
7326,20,matriculation,business,736131,trad,2,Medium,3,Nov-21
9258,36,graduate_plus,salaried_pvt,144401,trad,5,Very_high,6,Mar-22
5073,58,missing,business,462016,trad,6,Very_high,3,Apr-21
5228,44,missing,housewife,575003,trad,3,Very_high,3,May-21
6676,35,masters_plus,salaried_pvt,623504,term,6,High,6,Sep-21
9790,61,missing,business,442401,ulip,7,High,3,Mar-22
9485,57,graduate_plus,salaried_govt,171005,ulip,4,Medium,5,Mar-22
9102,69,missing,retired,380013,trad,3,Very_high,3,Feb-22
5833,31,graduate_plus,salaried_pvt,686605,trad,2,High,5,Jul-21
7274,23,graduate_plus,agriculture,515425,trad,2,Medium,3,Oct-21
5640,36,graduate_plus,salaried_pvt,110024,ulip,5,Very_high,6,Jun-21
8985,40,graduate_plus,salaried_govt,462022,term,6,Medium,5,Feb-22
8013,28,graduate_plus,business,490006,trad,4,High,4,Dec-21
7055,40,graduate_plus,salaried_govt,125121,trad,5,High,5,Oct-21
7833,51,graduate_plus,salaried_govt,389350,trad,3,Medium,5,Dec-21
5853,26,graduate_plus,professional,500027,trad,7,Very_high,6,Jul-21
5535,37,graduate_plus,housewife,131028,term,5,High,4,Jun-21
6460,48,graduate_plus,business,734311,trad,3,High,4,Aug-21
8912,37,graduate_plus,business,382110,trad,4,High,4,Feb-22
5015,31,matriculation,business,799003,trad,1,Medium,3,Apr-21
7613,38,graduate_plus,professional,123401,ulip,3,High,5,Nov-21
6327,30,matriculation,salaried_govt,361160,trad,2,Low,4,Aug-21
7675,25,graduate_plus,salaried_pvt,396191,term,3,High,5,Dec-21
9296,44,missing,salaried_govt,110026,ulip,6,Very_high,4,Mar-22
7747,68,missing,salaried_govt,522002,trad,4,Very_high,4,Dec-21
8885,27,matriculation,business,304001,trad,1,High,3,Feb-22
9877,46,graduate_plus,agriculture,591213,trad,4,Medium,3,Mar-22
7767,45,graduate_plus,business,243201,trad,4,Medium,4,Dec-21
6256,36,missing,salaried_govt,785603,trad,2,Low,3,Aug-21
7178,41,masters_plus,salaried_pvt,411043,term,6,High,5,Oct-21
5950,29,graduate_plus,business,523224,trad,3,Medium,4,Jul-21
6411,30,matriculation,business,784178,trad,2,Medium,3,Aug-21
5298,33,missing,professional,560100,ulip,6,Very_high,4,May-21
9648,35,masters_plus,salaried_pvt,110014,trad,7,Very_high,6,Mar-22
5221,26,graduate_plus,professional,700086,trad,7,High,5,May-21
8354,29,graduate_plus,salaried_pvt,521301,trad,4,Very_high,6,Jan-22
7444,37,higher_secondary,business,743355,trad,3,Low,2,Nov-21
7049,68,missing,retired,382480,ulip,3,High,2,Oct-21
8347,46,graduate_plus,salaried_govt,246762,trad,3,Very_low,4,Jan-22
7484,30,higher_secondary,business,416115,trad,3,High,3,Nov-21
6286,33,graduate_plus,professional,302001,trad,2,High,5,Aug-21
7554,46,graduate_plus,business,203207,trad,6,High,4,Nov-21
8526,27,masters_plus,salaried_govt,700004,trad,5,High,6,Jan-22
8089,41,graduate_plus,business,754202,trad,4,Medium,4,Dec-21
5460,37,matriculation,salaried_govt,363001,trad,4,Very_high,4,Jun-21
7224,38,missing,business,743347,trad,3,Medium,2,Oct-21
6386,43,graduate_plus,business,682311,trad,6,High,4,Aug-21
5024,60,missing,retired,110085,ulip,6,Very_high,3,Apr-21
6076,22,graduate_plus,salaried_pvt,624615,trad,1,Low,5,Jul-21
7894,45,non_matriculation,business,731220,trad,2,Medium,2,Dec-21
7427,34,graduate_plus,business,321602,ulip,6,Medium,4,Nov-21
8084,31,non_matriculation,agriculture,835302,ulip,1,Medium,2,Dec-21
5247,33,missing,agriculture,411048,ulip,3,Very_high,3,May-21
5088,45,graduate_plus,business,828203,term,5,Medium,4,Apr-21
9761,43,graduate_plus,business,390023,ulip,5,High,4,Mar-22
6423,67,graduate_plus,retired,500094,trad,5,Very_high,4,Aug-21
9999,30,graduate_plus,salaried_pvt,843102,ulip,1,Medium,5,Mar-22
8881,47,masters_plus,salaried_pvt,122002,ulip,7,Very_high,6,Feb-22
9479,37,missing,business,797117,trad,9,Medium,2,Mar-22
8942,32,graduate_plus,salaried_pvt,573201,trad,3,Medium,5,Feb-22
5424,39,graduate_plus,salaried_govt,380015,term,5,Very_high,6,Jun-21
5386,54,matriculation,business,401201,trad,5,Very_high,3,May-21
6594,20,graduate_plus,business,639104,trad,4,Very_high,5,Sep-21
7023,30,masters_plus,professional,736101,trad,5,High,5,Oct-21
7097,38,missing,business,533434,ulip,5,High,3,Oct-21
7786,33,matriculation,business,396001,trad,3,High,3,Dec-21
7986,36,graduate_plus,salaried_pvt,831004,term,4,High,5,Dec-21
6856,32,higher_secondary,business,700101,trad,5,High,3,Sep-21
5290,28,graduate_plus,salaried_pvt,413512,trad,4,Very_high,6,May-21
9111,22,graduate_plus,professional,400705,ulip,3,High,5,Feb-22
8738,48,matriculation,business,829210,trad,4,High,3,Feb-22
9172,45,graduate_plus,business,784175,trad,5,Medium,4,Mar-22
5340,28,graduate_plus,business,380026,ulip,4,High,4,May-21
9430,28,graduate_plus,business,394326,trad,3,Very_low,4,Mar-22
7816,61,missing,business,799003,ulip,4,Medium,2,Dec-21
6060,30,graduate_plus,salaried_pvt,534260,ulip,2,High,5,Jul-21
8571,34,non_matriculation,salaried_pvt,395004,trad,3,High,4,Jan-22
8610,31,graduate_plus,salaried_pvt,560058,term,5,High,5,Jan-22
9553,38,non_matriculation,business,585223,trad,3,Medium,2,Mar-22
5143,46,graduate_plus,salaried_govt,580008,trad,4,Medium,5,Apr-21
5176,52,matriculation,business,712302,trad,1,Medium,2,Apr-21
7193,42,matriculation,business,721152,trad,3,Medium,2,Oct-21
9576,55,missing,business,799008,ulip,3,Low,2,Mar-22
6345,31,higher_secondary,professional,800024,trad,2,High,4,Aug-21
6104,39,graduate_plus,salaried_govt,735208,trad,3,Medium,5,Aug-21
8011,65,missing,professional,700085,trad,7,Medium,3,Dec-21
5372,35,graduate_plus,agriculture,503217,trad,3,Medium,4,May-21
8311,34,graduate_plus,salaried_pvt,484660,trad,1,Medium,5,Jan-22
7232,34,graduate_plus,business,226016,trad,4,High,4,Oct-21
5496,59,graduate_plus,business,110062,ulip,6,High,4,Jun-21
8990,33,graduate_plus,business,603111,ulip,4,High,4,Feb-22
6443,31,graduate_plus,salaried_pvt,144006,ulip,2,High,5,Aug-21
7606,36,graduate_plus,salaried_pvt,400706,term,6,Very_high,6,Nov-21
7296,50,graduate_plus,business,110025,trad,7,Very_high,4,Nov-21
6722,29,masters_plus,business,380006,term,7,Very_high,5,Sep-21
7033,28,graduate_plus,salaried_pvt,416510,ulip,3,High,5,Oct-21
8164,51,missing,business,743263,trad,6,Very_low,2,Dec-21
8813,36,graduate_plus,business,452009,trad,6,High,4,Feb-22
9173,26,matriculation,business,783390,trad,2,Medium,3,Mar-22
7936,32,graduate_plus,business,176061,trad,7,Very_high,5,Dec-21
9043,63,missing,business,331506,trad,4,Medium,2,Feb-22
7102,25,graduate_plus,business,612204,trad,3,High,4,Oct-21
6157,46,masters_plus,salaried_pvt,490001,trad,5,High,5,Aug-21
7430,35,matriculation,business,306302,trad,2,Medium,3,Nov-21
8265,27,matriculation,business,764001,trad,2,High,3,Jan-22
6650,47,matriculation,salaried_pvt,711316,trad,2,Low,3,Sep-21
7220,40,missing,salaried_pvt,685509,trad,4,High,4,Oct-21
8902,35,missing,business,721649,trad,4,High,3,Feb-22
6080,44,graduate_plus,professional,591242,trad,2,Low,4,Jul-21
8647,62,missing,retired,786003,ulip,4,Medium,2,Jan-22
7299,33,graduate_plus,salaried_pvt,201009,ulip,4,High,5,Nov-21
6524,58,missing,business,743355,trad,3,Low,2,Sep-21
8560,24,graduate_plus,business,400057,term,8,Very_high,5,Jan-22
9188,46,graduate_plus,business,124001,trad,5,High,4,Mar-22
8705,28,graduate_plus,professional,110017,trad,3,Very_high,6,Feb-22
9076,44,higher_secondary,business,388510,trad,6,High,3,Feb-22
8775,43,graduate_plus,salaried_pvt,208027,trad,3,Medium,5,Feb-22
6336,20,graduate_plus,salaried_pvt,226003,ulip,6,High,5,Aug-21
6425,25,graduate_plus,salaried_pvt,364290,trad,3,High,5,Aug-21
5892,24,higher_secondary,business,343022,trad,2,High,3,Jul-21
6295,53,graduate_plus,salaried_govt,743330,trad,4,Medium,5,Aug-21
7765,33,matriculation,professional,736179,ulip,2,Very_low,3,Dec-21
7011,42,graduate_plus,business,411028,trad,6,Very_high,5,Oct-21
5360,29,masters_plus,salaried_pvt,364002,term,7,Very_high,6,May-21
6050,24,graduate_plus,business,331507,trad,3,Medium,4,Jul-21
6382,40,higher_secondary,salaried_govt,583236,trad,4,Medium,3,Aug-21
8665,33,matriculation,business,721458,trad,2,High,3,Feb-22
9469,58,missing,salaried_govt,249193,trad,3,Medium,3,Mar-22
8732,37,graduate_plus,business,277001,trad,7,Medium,4,Feb-22
7974,55,masters_plus,salaried_govt,416008,term,7,High,5,Dec-21
7239,69,missing,business,700039,ulip,6,High,3,Oct-21
7313,31,matriculation,agriculture,848209,trad,2,Low,2,Nov-21
6684,31,missing,business,283203,trad,6,Medium,3,Sep-21
9333,29,graduate_plus,business,303905,trad,5,High,4,Mar-22
8704,33,masters_plus,salaried_pvt,413736,term,4,Low,5,Feb-22
6781,60,graduate_plus,retired,700152,trad,3,Medium,3,Sep-21
7062,41,graduate_plus,agriculture,494226,trad,3,Medium,3,Oct-21
7387,37,graduate_plus,business,144621,trad,5,High,4,Nov-21
9096,39,graduate_plus,salaried_govt,211019,ulip,4,High,5,Feb-22
9640,28,higher_secondary,business,741502,ulip,5,Medium,3,Mar-22
7925,33,graduate_plus,salaried_pvt,110093,term,6,High,5,Dec-21
9411,25,masters_plus,salaried_pvt,431001,trad,4,High,6,Mar-22
6277,24,masters_plus,salaried_pvt,695302,trad,3,Medium,5,Aug-21
6004,58,missing,business,713125,trad,4,High,3,Jul-21
6531,46,matriculation,salaried_pvt,462001,trad,3,High,4,Sep-21
7237,49,matriculation,business,782446,ulip,2,Medium,2,Oct-21
8717,29,graduate_plus,salaried_pvt,400025,trad,8,Very_high,6,Feb-22
7047,27,graduate_plus,salaried_pvt,534201,trad,2,Medium,5,Oct-21
7859,33,matriculation,salaried_pvt,227808,trad,3,Medium,4,Dec-21
5205,39,graduate_plus,salaried_pvt,411051,term,8,Very_high,6,Apr-21
5671,50,graduate_plus,professional,394440,trad,6,Very_low,4,Jun-21
6660,54,graduate_plus,business,700070,trad,7,High,4,Sep-21
7716,40,graduate_plus,business,202001,ulip,5,High,4,Dec-21
8904,50,graduate_plus,business,831002,ulip,4,Medium,4,Feb-22
9165,56,missing,salaried_govt,110022,trad,8,Missing,3,Mar-22
9032,36,graduate_plus,salaried_pvt,422009,term,3,Medium,5,Feb-22
9050,51,matriculation,business,782103,trad,2,Very_low,2,Feb-22
5733,50,matriculation,business,757107,trad,2,High,3,Jul-21
7058,27,graduate_plus,professional,515002,term,3,Medium,5,Oct-21
5839,39,missing,salaried_govt,401202,trad,6,High,4,Jul-21
9797,66,missing,retired,700124,trad,4,Medium,2,Mar-22
5648,43,graduate_plus,missing,110006,ulip,4,High,4,Jun-21
8978,28,masters_plus,salaried_pvt,421301,trad,5,Very_high,6,Feb-22
6150,52,missing,business,781316,trad,3,Medium,2,Aug-21
9979,23,graduate_plus,salaried_govt,123029,term,3,Medium,5,Mar-22
9251,73,missing,salaried_govt,827013,ulip,4,High,4,Mar-22
5409,39,matriculation,housewife,400018,trad,3,Very_high,3,Jun-21
7021,45,graduate_plus,salaried_pvt,445001,trad,4,High,5,Oct-21
7709,47,graduate_plus,business,756027,trad,5,High,4,Dec-21
9612,30,graduate_plus,salaried_pvt,583123,trad,2,Low,5,Mar-22
5872,51,graduate_plus,salaried_govt,782435,trad,4,Medium,5,Jul-21
9837,34,graduate_plus,business,491331,trad,2,Medium,4,Mar-22
8966,26,graduate_plus,business,723101,trad,3,Medium,4,Feb-22
8836,43,graduate_plus,salaried_govt,244713,trad,4,Medium,5,Feb-22
8994,41,graduate_plus,business,560005,trad,5,Very_high,5,Feb-22
5670,37,non_matriculation,agriculture,491558,trad,2,Medium,2,Jun-21
8772,48,graduate_plus,salaried_pvt,570019,trad,9,High,5,Feb-22
5271,34,graduate_plus,salaried_pvt,582205,term,4,Very_low,5,May-21
8031,25,masters_plus,business,400076,trad,6,Very_high,5,Dec-21
8387,32,masters_plus,business,110041,ulip,5,High,5,Jan-22
9499,38,missing,agriculture,835210,ulip,1,High,2,Mar-22
6851,36,matriculation,salaried_pvt,395006,trad,3,High,4,Sep-21
8403,46,graduate_plus,salaried_pvt,110092,trad,6,Very_high,5,Jan-22
9946,36,higher_secondary,agriculture,844124,trad,2,High,2,Mar-22
7766,31,higher_secondary,professional,413102,trad,2,Medium,4,Dec-21
6576,47,graduate_plus,business,121001,trad,4,High,4,Sep-21
8282,29,graduate_plus,professional,493773,term,3,Low,4,Jan-22
7045,35,graduate_plus,business,206122,trad,5,Medium,4,Oct-21
6163,65,missing,salaried_govt,732142,trad,3,Medium,3,Aug-21
8641,46,graduate_plus,business,135001,ulip,7,High,4,Jan-22
9502,43,graduate_plus,business,783330,ulip,5,Medium,4,Mar-22
